"Date","FECSR78_NITRATE_NITRITE_N_Ld_mg","FISHP_FLOW_cfd"
"2000-01-24",13.833129849827,10.3673939470273
"2000-02-07",13.6560828197663,10.6356579336219
"2000-02-22",12.5646185243635,9.85656832326127
"2000-03-06",11.9141377901224,9.11077740921591
"2000-03-20",11.6201569155226,8.06480885403322
"2000-04-17",9.02622002118784,7.63992566006795
"2000-07-24",11.1346490997409,9.52521118730683
"2000-08-07",15.1981661981678,11.609107079336
"2000-08-21",14.6593275381741,10.893487042924
"2000-09-18",16.1587645553939,12.6622569939274
"2000-10-02",15.6952701158168,13.1303207583553
"2000-10-16",14.3127029300889,11.5401142078491
"2000-11-13",13.055241440812,9.16342114270133
"2000-12-18",11.0375873868978,5.59516967637601
"2001-01-22",14.9914613731967,8.96559539937141
"2001-04-16",9.50719268180415,7.89775476937005
"2001-09-10",17.7824301130746,14.9492167690184
"2001-10-22",14.0333196604518,12.1462500114194
"2001-11-05",15.6699331582649,13.7240230092095
"2001-12-03",14.5370362495387,11.1697404195522
"2002-02-19",14.6610096243571,11.8277962803009
"2002-04-15",11.4400307492921,9.13744565629807
"2002-06-24",16.2603123148971,12.826325110412
"2002-07-08",18.236560393164,15.0176845682958
"2002-07-22",18.0993246689758,14.8412281309543
"2002-08-05",16.9466451590374,14.1740564367976
"2002-09-03",17.1956063933775,14.3052346354813
"2002-09-16",16.9674737388319,14.0230347596655
"2002-09-30",17.2872298072117,13.7608692825955
"2002-10-14",14.8403505530129,12.0071372089567
"2002-10-28",14.9694824664779,11.6736456004736
"2002-11-25",17.1749038110183,14.4668536099161
"2002-12-30",16.9153926155333,14.4304859657453
"2003-01-13",16.6516716110042,13.5161773950751
"2003-01-27",16.1762291976866,12.1331779298521
"2003-02-24",14.1480809503943,10.7468835687322
"2003-03-24",15.7886094498985,12.233261388409
"2003-05-19",12.9920625391904,9.85656832326127
"2003-06-16",17.3795092413336,13.7685913286894
"2003-07-08",16.713300176971,13.8800868329148
"2003-07-21",14.6440600660433,12.8523005968153
"2003-08-04",16.3557768275978,13.5831881053581
"2003-08-18",17.501794332027,14.3663001160979
"2003-09-02",16.7514201974075,14.8055100483522
"2003-09-15",17.9687578385548,14.6365533283796
"2003-10-20",15.0968218888545,12.3242331666148
"2003-11-17",14.1893239089284,10.6928163474619
"2003-12-15",13.4008665485641,10.6928163474619
"2004-01-20",14.1013938364217,11.3288051141819
"2004-02-17",14.2401962393021,11.0213204144339
"2004-03-15",13.0494686617262,11.4400307492921
"2004-04-19",12.8523005968153,10.3673939470273
"2004-08-09",16.6129042317276,14.5334626900478
"2004-10-04",17.8316833474074,16.0399238781794
"2004-11-01",15.3912744678735,12.826325110412
"2004-11-15",14.9057666520918,11.4400307492921
"2004-12-20",14.2592142451379,10.3673939470273
"2005-01-18",14.4023150887786,10.8469670272891
"2005-02-14",12.6852465121521,10.2003398623641
"2005-03-14",14.1050635653106,11.5401142078491
"2005-04-18",13.7939091366737,10.7981768631197
"2005-06-13",18.028015641271,15.7254305482769
"2005-07-11",18.200628383938,15.8980432909439
"2005-07-25",17.0017240141825,13.8662297982533
"2005-08-08",16.8179858832368,14.5154007902428
"2005-08-22",16.6388185204931,13.6430862469391
"2005-09-06",15.7967395759817,13.2317902185202
"2005-09-20",14.3899946043905,11.2989521510322
"2005-10-17",14.6756084237782,11.6310859860548
"2005-11-01",17.0423437637835,14.7397586707894
"2005-11-14",16.8460217436638,13.7105275277347
"2005-12-05",15.7679901626957,13.4654050697017
"2005-12-19",14.5709378012144,11.8628876001121
"2006-01-23",15.1510321204933,10.441501919181
"2006-02-21",15.3932967132543,11.8097777747982
"2006-03-20",12.6699790400213,9.67424676646732
"2006-08-21",15.6595384544682,11.4400307492921
"2006-09-11",17.5386962227259,15.0537895729379
"2006-10-23",14.132521937794,10.0216480736207
"2006-11-27",12.9649422329712,8.39023125446785
"2006-12-18",12.6599287041678,7.89775476937005
"2007-01-22",13.4192156872323,8.71873532143988
"2007-02-26",12.8618700478314,8.20790969767389
"2007-03-26",9.48884354313596,6.0876461614738
"2007-07-09",16.374125966266,13.378393692712
"2007-07-23",15.2658076350857,12.2212851973623
"2007-08-20",13.7556879238535,11.3577926510551
"2007-09-24",15.0783091901123,12.245095846056
"2007-10-22",14.1515835809455,11.586634223484
"2007-11-26",13.1322606231731,9.37106050747957
"2007-12-19",14.8145598838721,10.5104947906679
"2008-01-16",13.8734132377863,9.762539373613
"2008-02-20",13.3405659483211,9.90657874383593
"2008-03-19",13.7685913286894,10.5104947906679
"2008-04-16",14.398225103527,11.913318453739
"2008-06-25",14.1654726931062,10.1050296825598
"2008-07-16",15.9465430529043,13.5486477801059
"2008-07-30",17.2303127740705,14.8324175012721
"2008-08-13",15.7575188628284,13.9657593936004
"2008-08-28",18.3852339158397,15.6771837147375
"2008-09-10",16.55644752306,14.4770059813802
"2008-09-24",14.7416985356072,12.6622569939274
"2008-10-22",14.908230719047,11.7727365031178
"2008-11-19",13.3318736770771,9.77652561558774
"2008-12-17",14.2106438370401,9.80392458977585
"2009-01-21",12.9144323779223,8.49559177012567
"2009-02-18",11.1935916353744,7.89775476937005
"2009-06-17",15.8633003425,13.7838588008202
"2009-07-08",17.7717198826399,15.2868132328519
"2009-07-22",17.4474204469499,14.3563779935915
"2009-08-12",15.7440958424963,14.3578014813764
"2009-08-26",15.6997410621616,13.3971559691676
"2009-09-23",15.8237007697097,13.1156505686075
"2009-10-28",13.9334536641116,9.64299422296321
"2009-11-18",13.8754891236661,8.83206400674688
"2009-12-23",13.9509128854834,10.3673939470273
"2010-01-27",15.2935321831006,10.441501919181
"2010-02-24",13.6632308130316,10.3673939470273
"2010-03-17",15.4927306102425,13.2955060329063
"2010-04-07",16.2377767545016,13.4045634104454
"2010-04-21",15.0968218888545,11.9613276729254
"2010-05-12",13.5707655853595,10.7981768631197
"2010-05-26",13.4521228052287,9.5603025071181
"2010-06-30",15.0423771808862,10.6356579336219
"2010-07-14",15.3938016362643,13.447891487209
"2010-07-28",14.5370362495387,11.1697404195522
"2010-08-18",15.1625485625549,12.6776419127669
