"Date","S154_NITRATE_NITRITE_N_Ld_mg","S154_C_FLOW_cfd"
"2000-03-20",10.3313681247705,7.38692914560406
"2001-07-11",12.2460953463891,10.5413472541507
"2001-07-16",12.7784884388924,10.9867289696643
"2001-09-10",16.0880587508467,12.3991792967327
"2001-10-08",15.1904755590642,12.2460365798978
"2001-10-22",16.5807920829708,12.8195919672772
"2001-11-05",16.658166473077,12.28871862061
"2002-12-30",15.3448277096285,11.7072415499021
"2003-01-13",15.0546969625539,11.6703066992081
"2003-07-08",13.9207620276696,10.2831758679432
"2003-07-21",11.5571117842177,10.1708174230978
"2003-08-04",12.2521298727134,9.47954115047364
"2003-08-18",16.1401282666878,12.4512488125739
"2003-09-15",15.4017457677408,11.7128663136269
"2003-11-03",12.5815680826773,9.0552075580611
"2004-10-04",16.3937317530377,14.4478216039824
"2004-10-18",14.7114790500462,11.6669566123228
"2004-11-15",11.3055966937509,6.28831685693595
"2005-06-13",15.7383038523254,13.340408579527
"2005-06-27",15.2120170377559,12.3788036936997
"2005-07-11",16.0382081213959,12.7423712553915
"2005-07-25",15.7940707005609,12.2387226390715
"2005-08-08",11.792539130414,10.000779661186
"2005-09-06",9.7134674796206,7.14851812215906
"2005-11-01",15.6931019717205,12.6973696981665
"2006-02-06",15.3945736753688,11.1898810559778
"2008-07-16",16.5344652493322,12.923547336688
"2008-07-30",13.6404082456879,11.4431836683517
"2008-08-28",15.7023844055977,13.9106249363697
"2008-09-10",15.099372979879,12.7014777070807
"2008-09-24",15.1947225838928,12.1989903103388
"2009-06-17",7.93347285197213,4.98903387280569
"2009-08-12",14.2578789741544,11.5498287730522
"2009-09-09",13.7325655064327,11.0245153053304
"2010-02-24",9.53763370730539,5.14318455263295
"2010-04-07",15.2969192974896,11.8311833946898
"2010-07-14",14.380889921386,11.8159405639245
"2010-09-29",13.7615667137525,11.5643421364162
"2010-10-13",9.93067629541499,7.22262609431278
"2011-10-05",10.9779952896956,7.93347285197213
"2011-10-19",15.667094971264,12.5316007553348
"2011-11-02",16.2777402082348,12.6401540485084
"2011-11-16",13.8054423724874,9.52877625347133
"2012-08-22",15.5154607108583,12.3374068805103
"2012-09-05",15.1012076378171,13.1552974887618
"2012-09-20",15.4765696294178,12.8375122998026
"2012-10-17",15.8221133034551,12.38812609897
"2012-11-14",15.3988368936299,11.3915037083975
"2013-07-24",15.3232210046285,12.3274887310745
"2013-08-07",15.0537895729379,13.2620301037099
"2013-08-21",15.5251221060337,12.3062462811655
"2013-09-04",15.702288001829,12.7578490226626
"2013-09-18",15.9115221633748,12.6156852973705
"2013-10-07",15.0776030585071,11.6436158540219
"2013-10-21",16.0041486510874,11.4090288009528
"2014-07-21",15.349577005898,13.0469919129039
"2014-08-04",14.0041700621569,11.2315813399171
"2014-08-18",15.6767653762956,12.9687151751934
"2014-09-08",14.8690054119537,11.4350182074686
"2014-09-22",16.8691339665958,12.5124251399062
"2014-11-17",14.1110893299143,10.7098919482521
"2014-12-01",16.6321451401493,11.904757321437
"2015-08-17",15.167498125296,12.1717658517421
"2015-08-31",13.2816658418201,10.1461716258909
"2015-09-14",15.878804529036,12.0721420392657
"2015-10-12",14.58972571508,11.3708498902118
"2015-10-26",11.2036419712279,7.51476251711395
"2015-11-23",15.8593436615151,12.1957820153855
"2015-12-07",16.0703761015127,12.8923222711648
"2015-12-21",15.7246258767896,12.4287890107852
"2016-01-20",16.614536252479,12.6072030672465
"2016-02-01",16.1983646620641,13.4257759398243
"2016-02-15",14.989678383649,12.3506210540337
"2016-02-29",15.4977477245293,11.5857247191011
"2016-03-14",9.00541689355808,5.39449898091385
"2016-03-28",16.1917862274886,12.0486515010971
"2016-06-20",15.0604622961811,12.6625670233827
"2016-07-06",14.0230546401836,10.8875604242544
"2016-10-10",16.5487920317946,13.0830561289948
"2016-10-24",15.4493476116685,12.3138533957393
"2017-08-14",13.7375239532258,11.7916138041705
"2017-08-28",13.4845947640948,11.6928352948668
"2017-09-13",16.0447271388459,14.0988169897906
"2017-09-25",15.2349402317323,13.0377156543961
"2017-10-09",16.4403108586631,13.6677221364233
"2017-10-23",15.4895293324943,12.4450068947709
"2017-11-06",15.8324896205703,12.6969954046412
"2017-11-20",15.5372221326638,12.0108616080477
"2017-12-04",16.5825372867976,12.0607487097486
"2017-12-18",13.7996426685215,8.79569636257601
"2018-06-18",14.9065475970749,11.3511995355855
"2018-07-02",14.918319118163,11.4525832153632
"2018-07-30",15.1693447544587,11.703608851659
"2020-08-10",14.3248902666433,11.9269949938449
"2020-09-08",14.0857575179949,12.2939980487668
"2020-09-21",14.5836724620761,12.974234549642
"2020-10-05",15.1429817853065,12.5039244556912
"2020-11-02",14.5948339094071,12.5153923677272
"2020-11-16",15.8331795136643,12.8374472401103
"2020-11-30",14.7032356747462,11.8128639168501
"2020-12-14",14.4976252685829,11.8585679389676
"2020-12-28",15.2751727103843,11.6375865506579
"2021-03-08",8.5679124317053,4.80671231601174
"2021-06-28",14.2289654089593,10.9708688709378
"2021-07-12",15.7099490064121,12.0210695522982
"2021-08-23",15.7383038523254,12.1547849138692
"2021-09-20",14.4457784896706,11.8808291322091
"2021-10-04",14.7391759767844,12.4365908837903
"2021-10-18",14.8757821013375,11.7847396479792
"2021-11-01",14.9343029593568,10.7147952541807
"2021-11-15",15.6293425298026,11.4246499104117
"2021-11-29",13.0534606829958,9.41587452326936
"2022-12-12",5.96986312581742,3.89042158413758
