"Date","S65E_NITRATE_NITRITE_N_Ld_mg","S65E_PHOSPHATE_Ld_mg","S65E_AMMONIA_N_Ld_mg","S65E_S_FLOW_cfs"
"2000-01-04",18.4713672395193,18.8344319815568,17.6111659742962,14.8767984648766
"2000-01-18",17.8541430736416,18.0515025078001,17.4577278010534,14.5399570689691
"2000-01-24",18.6058003596561,19.1692697169075,18.578401385468,14.9948824470119
"2000-02-01",18.099702465348,18.8824618045976,17.8528423874165,14.6339665625483
"2000-02-15",17.041595911396,18.9133980882976,17.041595911396,14.739010818402
"2000-03-14",14.5750671945564,15.1786022164266,14.6032380715231,11.019719133067
"2000-03-28",18.5158102494902,18.4611518369523,16.9169544463866,13.9725154672202
"2000-04-11",16.4870148903901,18.8288206965374,17.0748015552922,14.877576977956
"2000-08-01",15.1526395794474,17.9642304594904,17.1855611054923,14.3641822190831
"2000-08-15",14.1816989531019,16.4417244316771,14.8103076125242,12.613083035188
"2000-09-12",18.262926210618,18.7316403490339,17.0204197422898,13.6882152321146
"2000-09-26",17.7271220419844,19.1592259391356,19.2077791645526,13.8559210310765
"2000-10-10",17.7602716420904,17.7957783305473,17.9415886784583,13.3414310342938
"2000-10-16",17.3827679592044,16.7369668992416,15.5910084899763,11.5836753047439
"2001-07-03",15.6419733221122,16.3658921613389,15.6102246237977,12.6870630430785
"2001-07-16",18.3439127473232,19.6092941797778,18.8679835978392,14.5372502575529
"2001-07-17",18.6405027738836,19.948325519562,18.8290939436912,14.6702108603315
"2001-07-31",17.8648724760579,19.7106991665562,19.2852998435472,14.2813535376018
"2001-08-28",16.9556853695013,19.2380677551779,18.118836179307,14.6531002765073
"2001-09-11",16.5460897733644,19.6500356315587,19.8419266393688,15.5164703561833
"2001-10-08",18.4715020720535,20.0336870996371,20.1260604197681,15.906552714592
"2001-10-09",18.870544383496,20.0019464949871,20.151478228958,15.874812109942
"2001-11-06",17.9752733571012,19.1701136778638,18.741445672676,15.1719129761946
"2001-11-20",17.1550164607455,18.07773808295,17.8153738184825,14.4141764368203
"2001-12-04",17.6409999434835,17.5609572358099,17.7616279312721,13.9774382973538
"2001-12-18",18.8421683569167,18.3531165327002,17.8422909089342,14.1787292628046
"2002-01-02",18.1078034669665,17.4079222542252,16.3227329858893,13.797004341581
"2002-01-15",18.0603319999939,16.7902974449898,15.9670971361817,13.7698725588455
"2002-01-29",17.0740470272067,16.9168614436843,16.7302754881038,13.7598610225341
"2002-02-12",18.1023102549088,17.4693819343419,16.2610707284173,13.8187236930481
"2002-02-26",18.8984194903726,18.0365228305643,17.1843109553747,13.8170151253882
"2002-03-12",18.21947886033,17.6339623439625,17.5707834423409,13.7421420458518
"2002-03-18",16.7885846020026,17.0174261744314,16.4521123653813,13.9263837210731
"2002-03-26",17.4271886677521,17.555022039262,17.3565711005382,13.6429990338338
"2002-04-09",17.2026529720913,16.9703209947226,16.8032669100595,13.489080905387
"2002-06-24",16.7715410831959,18.5379827444397,17.2415447124417,14.4689559902019
"2002-07-02",18.6551902294262,22.0783665178072,21.3852193372472,16.1702835796382
"2002-07-16",18.3969880123961,20.979533131748,18.8277709284886,16.5251858354945
"2002-07-30",16.2712938172503,19.6385896472368,19.0013229250713,15.8658287091421
"2002-08-13",18.7959643939683,19.8606751309607,20.5276199391266,15.8002321204143
"2002-08-27",18.5682586474016,19.8675416315319,19.9683463306538,16.3710340700654
"2002-09-10",19.1828404456728,20.0443229410519,19.971297806037,16.4747902445706
"2002-09-16",20.1575044930889,20.3361962818323,20.7294661168467,16.3288630965998
"2002-09-24",18.9254614392881,19.2821363832268,19.5445006476943,16.0632605583586
"2002-10-08",18.8364354627046,19.2911716198196,19.4830626276297,15.3399279012382
"2002-10-22",18.6291738598024,18.7962279444656,19.5178130603461,14.8449842258842
"2002-11-05",17.8688351228425,18.1942575232771,18.9326612954252,14.2052734767129
"2002-11-19",18.9490371941297,18.5303268592715,19.3187842196357,14.6183038538433
"2002-12-03",18.8124431535633,18.2409929079809,18.2409929079809,14.369791897073
"2002-12-17",19.7067181853633,20.2369040564139,19.4607599562829,16.4258069695757
"2002-12-30",21.047441168201,20.4330748654942,20.6899852792792,16.5311021959195
"2002-12-31",21.0883637597393,20.720638979614,19.7963800780906,16.5775042532224
"2003-01-14",22.0070756744028,21.3610752722686,20.6939035781119,17.0303419319822
"2003-01-28",20.7068515641098,19.5941545355599,19.4816765521332,15.7440069338499
"2003-02-11",19.0748768648866,18.5640512411206,18.7384046282654,14.4209165147291
"2003-02-25",18.4268248313945,18.2204883983967,18.1779287839779,13.6561402069288
"2003-03-11",17.0352262613405,16.8650051114807,16.1189355294664,12.2902941329773
"2003-03-24",20.7840974948828,20.3533145787903,20.3211278922944,15.6482990578325
"2003-03-25",20.5897947614451,20.2673265729079,19.9707555530389,15.5399387541956
"2003-04-08",19.0707014934762,19.5613244099246,18.7140265495374,15.669504111814
"2003-04-22",18.5968178827042,19.2697623559466,17.9428914152975,15.377942057836
"2003-05-06",17.2875124849928,18.1084930370626,16.9690587538743,14.8896172121944
"2003-05-20",17.7553126081993,18.9027150610368,18.6716033400734,14.7595803346453
"2003-06-03",16.3803583981907,17.5361291006987,16.112094411596,14.2402922346944
"2003-06-16",16.6470404416287,18.707553973423,17.0852953725598,14.3444553486346
"2003-07-01",17.3400492202692,19.2679408638219,18.2310221441591,14.5674604980294
"2003-07-15",17.5875494266735,19.2389515382066,17.4333987468462,14.9484920970582
"2003-08-12",19.0028287356111,20.7204802326855,20.458115968218,16.3637714059959
"2003-08-26",19.2825482645354,21.6713110537705,20.7411632872349,16.9799631715413
"2003-09-09",20.0303636058583,20.9583503774956,19.9052004629043,17.197150261802
"2003-09-15",20.5051265239389,21.211696724831,20.2615044412812,16.8942086112947
"2003-09-23",18.9876476264491,20.2354723133039,20.2453246097469,15.6203517964626
"2003-10-07",18.495027367169,19.7759612126311,19.2571674192159,15.6328264862395
"2003-10-21",18.7286436473619,19.5205256686075,19.6103819977294,14.7583517338098
"2003-11-04",18.7195990998547,18.939839891511,19.070460073928,14.4854925952575
"2003-11-18",19.3922791498785,18.8342344541751,17.8787230091477,14.3233749476582
"2003-12-02",18.8397210802739,18.4555787416345,17.7750103432815,14.0861308891675
"2003-12-16",19.3864359757697,18.764240531182,17.5648235433919,14.4737810900336
"2003-12-30",18.7355562021294,18.3892799654115,16.9678942844804,15.0219841354251
