"Date","CULV10A_PHOSPHATE_Ld_mg","L8.441_FLOW_cfd"
"2000-01-10",19.0331530215152,13.7914060064556
"2000-01-24",19.6561828572556,13.7186466521732
"2000-02-07",18.5824420039642,12.845869706485
"2000-02-22",18.5876314292064,12.813079883662
"2000-03-20",18.3447287279117,13.2448623000875
"2000-04-27",18.4848899790749,13.0599399615935
"2000-04-28",18.0981769120392,12.6776419127669
"2000-04-29",18.6907036143462,13.0173803471747
"2000-04-30",18.4368085394718,12.8838489545502
"2000-05-01",18.3016869766532,12.926408568969
"2000-05-02",17.8449981902249,12.7150994753018
"2000-05-03",17.3594903744432,12.4468354887071
"2000-05-04",17.7210670296861,12.845869706485
"2000-05-11",17.128165112582,12.6622569939274
"2000-05-15",17.8032403245689,12.9204384019825
"2000-05-25",16.4559153992745,11.2036419712279
"2000-06-01",16.3619306931722,11.2681804923655
"2000-06-12",16.797857564999,12.1065096827699
"2001-01-08",15.9709310066924,10.8469670272891
"2001-01-22",15.4639716709242,10.6356579336219
"2001-03-05",18.5664564320699,12.3242331666148
"2001-11-19",14.550031116395,9.59420405879378
"2002-01-07",17.0006111606102,11.41336250221
"2002-02-04",18.1440580324496,11.9455793159573
"2002-03-04",17.9316723192633,11.609107079336
"2002-04-01",17.9582460707158,12.6852465121521
"2002-04-29",17.9163551290067,13.0335532064203
"2002-05-13",17.5215284191036,12.4845758166899
"2002-05-28",17.839063454705,12.42741740285
"2002-08-05",18.0330752834345,12.7860512112741
"2002-08-19",16.8872217385666,11.6942648876764
"2002-09-03",17.6015711267771,12.7652892198256
"2002-09-16",17.9290756934161,13.1007619561138
"2002-09-30",17.8794651928627,13.0754441481295
"2002-10-14",18.2019689483944,13.4228454552829
"2002-10-28",17.5424127122705,12.8328825109582
"2002-11-12",17.9153823662841,12.9954014404559
"2002-11-25",18.0616816579641,13.6015372440263
"2002-12-09",18.6227027588129,13.4928040438898
"2002-12-30",18.4503426165993,13.4264620957531
"2003-01-13",19.2929506063486,13.8592286027944
"2003-01-27",19.7307854934973,13.8038594675269
"2003-02-10",18.9132941964258,13.8960143596109
"2003-02-24",18.4909289762917,13.1156505686075
"2003-03-10",19.2221906031168,13.7711521495511
"2003-03-24",17.8057774770716,12.4076147755538
"2003-04-07",18.7463855165964,13.715947595204
"2003-04-21",18.7263666497059,13.8137117639699
"2003-05-05",18.8158140230282,13.5954581979499
"2003-05-19",18.4851193947542,13.5292923371529
"2003-06-02",18.253475348803,13.0064512766425
"2003-06-16",18.2119663051317,13.4757678567372
"2003-07-08",17.9144898350876,13.0703027486291
"2003-07-21",17.9982285521044,13.4549337698344
"2003-09-02",17.0170757429591,12.5982351351625
"2003-09-15",18.174935271014,13.4654050697017
