"Date","S71_NITRATE_NITRITE_N_Ld_mg","S71_S_FLOW_cfd"
"2000-01-24",20.91123142134,13.1380577408575
"2000-02-07",16.8254964900242,9.23036062537644
"2000-04-17",18.4683516217719,12.3635583893569
"2000-06-26",13.976397346247,11.8969558045671
"2000-07-24",20.2040887061289,13.9106694272824
"2000-09-05",19.8973170349563,13.5205900870577
"2000-09-18",20.7946770490297,14.3585266806602
"2000-10-02",18.2702667787372,12.1185984800889
"2000-10-16",18.0685443754033,11.0555285857637
"2001-02-20",18.7772020105382,11.2656773621473
"2001-04-02",17.9438489100894,12.9754254648025
"2001-06-18",14.1417274764222,11.7438322036238
"2001-07-16",20.6185319876252,14.3627819458718
"2001-07-30",19.663644865943,13.2100198670503
"2001-08-13",18.04179204843,12.3998849774919
"2001-08-27",19.4813818269496,14.2135236678863
"2001-09-10",21.1379973717438,15.2602615899642
"2001-09-24",19.8023157284118,14.5191119996738
"2001-10-08",20.9427066652961,14.3579152729104
"2001-10-22",18.4172568556975,13.5889431183952
"2001-11-05",19.8697561916542,14.3684979811095
"2002-01-22",20.1096502474405,13.2723174327549
"2002-06-20",19.1872973362031,14.0693035237863
"2002-06-24",22.8253930574374,15.1287259759109
"2002-06-27",22.3722787929071,15.3066654293094
"2002-07-03",20.6901008141811,15.1103709881949
"2002-07-08",20.1601076402152,14.5766113314335
"2002-07-11",20.6297397506592,15.0462434418775
"2002-07-18",20.3409497515957,14.9843634769237
"2002-07-22",20.7191481799957,15.1023770823291
"2002-07-25",19.3524296119582,14.6587907779825
"2002-08-01",18.2904225469698,13.2215183447495
"2002-08-05",20.8399116026725,15.0438538519071
"2002-08-07",20.6959505224152,14.5911572900003
"2002-08-14",20.5689153455087,14.303614132771
"2002-08-19",20.1981006936721,13.6938125201354
"2002-08-22",20.227599229443,14.6254804085633
"2002-08-29",19.894600216755,14.924786917179
"2002-09-03",20.6508927746572,14.9207929916836
"2002-09-05",20.5726496932166,15.1476996757352
"2002-09-12",19.2657937064049,14.5317906485738
"2002-09-16",20.3433944861179,14.1247943664261
"2002-09-19",19.2731589706777,14.0970092381038
"2002-09-26",19.5952072739348,13.753113183481
"2002-09-30",20.2774978325108,13.5718587376508
"2002-10-03",16.6262426820558,10.737364723723
"2002-10-10",19.5406201854525,13.5813345367087
"2002-10-14",21.4856684199884,14.4899022636836
"2002-10-17",19.4924560546907,13.4702198489159
"2002-10-31",18.7943147859123,12.2368264545735
"2002-11-21",20.6231145930746,13.3884565284874
"2002-11-25",18.583202172819,11.4815262011996
"2002-11-27",20.0692838468313,13.462971555551
"2002-12-09",19.1973416387763,13.2784477845032
"2002-12-11",21.5420248390065,15.1824509703341
"2002-12-19",20.0680879370279,14.312345723441
"2002-12-26",20.2578084309848,14.308034310931
"2002-12-30",20.3514919986756,13.8562264427386
"2003-01-02",21.1518349758921,14.5224717224546
"2003-01-09",17.9947073668449,12.1132437149512
"2003-01-13",18.1570077614621,11.7192561117257
"2003-01-27",19.3831736457761,13.1826644717334
"2003-02-24",21.9348794187117,14.2477992629285
"2003-03-20",20.9872941835706,14.3413366628842
"2003-03-24",20.3535442039987,13.5346201387231
"2003-04-02",19.2461563015136,13.2639006934909
"2003-04-07",18.6844207516938,13.2750093376401
"2003-04-10",19.4442723745168,13.757297018177
"2003-04-17",16.9907428083787,12.1518188919644
"2003-04-21",17.0836832166321,13.9056293862841
"2003-04-24",16.4489250550631,12.9079657310258
"2003-04-30",19.7437675277205,14.1754230239594
"2003-05-05",19.0403854272503,13.3070441503526
"2003-05-29",20.1663226425484,14.8663399966813
"2003-06-02",19.7893187044447,13.1261860084539
"2003-06-04",18.8814772693479,13.1155027744353
"2003-06-12",19.2660821164977,13.9594659471349
"2003-06-16",18.9118870807011,13.781988365778
"2003-06-19",17.8689598754703,13.7152987360918
"2003-06-26",20.8490610201231,14.6434936663531
"2003-07-03",19.3116928519058,14.6157683026493
"2003-07-08",18.5074434728895,13.5801897877323
"2003-07-10",18.3877748336836,13.2135101158055
"2003-07-17",17.1999083046187,11.8623702249174
"2003-07-21",17.9806543470848,12.2344511565446
"2003-07-24",18.4633605450759,13.0834631915354
"2003-07-31",20.2060822675206,14.3034489341192
"2003-08-04",20.1917303942943,14.1804632198901
"2003-08-07",19.4729857955274,13.941574546812
"2003-08-13",19.1360669376653,13.5715465303426
"2003-08-18",20.4237267122545,14.0957899285253
"2003-08-20",20.9166086442071,14.9276472273172
"2003-08-27",18.962238468341,13.5090563912321
"2003-09-02",19.2075202208732,13.7869852216009
"2003-09-04",19.9279192482834,14.6968106314288
"2003-09-11",18.8465194243313,13.5673848772
"2003-09-15",16.8345287301036,11.7346623022794
"2003-09-18",16.6905114443205,11.6310859860548
"2003-09-24",16.0183272616941,11.5524191430395
"2003-10-02",20.4688329943551,14.8424116408564
"2003-10-06",18.2639123074213,12.5735528530972
"2003-10-08",19.3804076386209,13.8818742254024
"2003-10-16",17.7800829883365,12.0418990869629
"2003-10-23",19.1240150386334,13.7603782059648
"2003-10-29",20.0452476384617,13.7555320675527
"2003-11-03",20.3951788266305,13.7500878571249
"2003-11-06",20.5353255229092,13.9273248976131
"2003-11-26",12.8925070172933,6.56457023356411
"2003-12-01",19.0030782993884,11.6006267785701
"2003-12-15",21.2381621721257,14.3344149145411
"2003-12-18",21.6994138737144,15.0504293236896
"2003-12-31",19.3009306056531,12.7140695333289
"2004-01-05",18.8050553002539,12.8086032116349
"2004-01-08",19.9575913731968,14.2455100957259
"2004-01-15",11.2149115634861,6.91084647028194
"2004-01-20",18.8445994112101,14.1624681840859
"2004-01-22",16.7279189203496,12.0739585701921
"2004-02-02",19.4194896806087,12.7065334799316
"2004-02-25",20.8076839541104,14.0368945302015
"2004-03-01",18.7774472628856,11.8304712707502
"2004-04-05",13.0943413883108,6.37532823392558
"2004-06-09",15.1308491119811,12.3274887310745
"2004-06-17",20.2666511025,14.5172581165917
"2004-06-21",17.0713821176734,12.3006974932077
"2004-07-12",14.6671357790768,13.0576978666427
"2004-07-29",15.4276493416308,13.1250642486367
"2004-08-05",21.0359880510428,14.668658865603
"2004-08-09",21.2556998624092,14.4803337714728
"2004-08-18",20.6607873414937,15.278588490965
"2004-08-23",20.2728212324492,15.1311576759465
"2004-08-26",19.9406186218328,15.0885883579132
"2004-09-16",17.6428359136932,13.4800541899179
"2004-09-23",20.8467428201335,14.9482162686848
"2004-09-30",21.4556143198182,15.7961321040586
"2004-10-04",20.5500696001562,15.1519068986385
"2004-10-07",20.079976386147,14.8842456083741
"2004-10-14",20.6332429656979,14.7130059278783
"2004-10-18",20.3471611119985,14.4778641988647
"2004-10-19",20.2156183519197,14.4488610781021
"2004-10-27",19.1511496783984,13.792207690034
"2004-11-01",19.9490489850488,13.8243655941546
"2004-11-03",20.0955870103803,13.9093783864798
"2004-11-15",10.9513270426134,5.39449898091385
"2004-12-02",19.6383323341311,12.7073489290297
"2004-12-14",18.7920331568329,13.2313515258174
"2004-12-20",18.9327159850896,12.2811441114999
"2004-12-22",19.189898097237,12.566497100614
"2004-12-28",20.7324302561239,14.3222553741577
