"Date","S4_NITRATE_NITRITE_N_Ld_mg","S4_P_FLOW_cfd"
"2001-08-04",18.7407433265626,14.0391272423062
"2001-08-07",19.0874409456856,14.304124574314
"2001-08-10",18.1350177435705,12.7643797154428
"2001-08-13",18.8142699838873,13.2888170447555
"2001-08-16",17.1112755330801,12.891767827904
"2001-08-19",15.4431925670299,12.1850960290085
"2001-09-16",18.9009134740229,13.5837743532343
"2002-02-12",15.9960106910894,13.4570368200312
"2002-06-10",17.1517639888234,12.5465938028353
"2002-06-24",19.9703066888855,13.0995612355372
"2002-07-08",17.410345913952,12.6963213230518
"2002-07-09",17.814546607917,13.0354231148054
"2002-07-22",19.0264512176062,14.1589167671506
"2003-04-29",17.8199940406852,13.27315943171
"2003-06-24",18.633131953004,13.4513484027119
"2003-09-30",21.1873503078887,14.6910782093403
"2003-12-15",19.2628410847352,14.0606675787401
"2004-08-17",20.3321695513369,14.2998830097087
"2004-09-13",18.3650769900458,13.0396309561095
"2004-09-22",21.0393739638722,14.7709091926593
"2004-09-24",19.4916663290521,13.9556452598586
"2004-09-29",21.3841839283342,14.9731870159066
"2004-10-04",17.3554108446314,12.837252035633
"2004-11-09",16.6531227028755,12.8244813063864
"2005-01-31",15.7509570301395,9.64616379772449
"2005-02-28",19.1025338248016,13.2192114363133
"2005-06-03",18.3263594251481,13.5814272967849
"2005-06-05",19.8865775412431,13.4946604278505
"2005-07-05",18.4016118007305,13.1428151923448
"2005-07-11",19.8598715085045,14.3464427623395
"2005-08-08",18.1832619939214,13.6834523235911
"2005-09-20",15.0569052814491,10.3518897604913
"2005-10-31",19.7500496769307,14.5260967256715
"2005-11-01",15.7780779978461,13.8321678487908
"2006-02-06",18.7513111857189,13.3441394142588
"2006-09-07",18.611448899736,14.3170832036206
"2007-03-06",14.6476433818816,10.7764423709737
"2007-08-20",11.4187533508448,9.80931543841073
"2007-09-24",14.9606472543894,11.5594498727273
"2008-08-21",21.5482105408824,14.7828832550325
"2008-08-26",19.2759356385498,14.7063926302049
"2008-08-28",18.8670131551052,14.4481725473086
"2008-09-02",15.8186614928703,12.5682870009427
"2008-09-09",17.3505642008058,12.5383798454334
"2009-06-17",17.0948404115208,11.9949739836966
"2009-07-07",19.1731993935259,13.6842616673692
"2009-07-08",18.9498547206745,13.4650577871839
"2009-07-14",17.2132607289159,12.9365946098999
"2009-08-11",15.8246505101344,11.5116167469474
"2009-08-26",17.3302745917008,12.5853424633375
"2009-09-01",15.8908221592655,12.2019427051516
"2009-09-08",17.9659609892965,12.9721328135166
"2009-09-09",18.4147242992864,12.3840390390251
"2010-03-15",20.6278109111225,13.6202102971706
"2010-03-17",20.4858043998808,13.2698293972293
"2010-03-23",18.8241468746321,12.9626486539841
"2010-03-30",19.9580877517267,13.9938659410126
"2010-04-20",17.517874163456,13.4517004782006
"2010-04-21",19.5028396706372,14.0889639634549
"2010-04-27",19.5123768643407,14.6655685444023
"2010-07-06",19.9333530206993,14.1871498301592
"2010-08-18",16.9017193136331,13.051571711923
"2010-08-24",18.2450915462317,13.310617613101
"2010-09-07",18.864952558565,13.5766855278705
"2010-09-15",14.3455791547091,11.0874826166876
"2010-09-29",17.0762713668997,12.5015603883963
"2010-10-13",16.1099532493519,12.0495102388055
"2010-11-03",17.4104013488666,12.5505889445049
"2011-01-20",17.4468167941847,11.6416818252682
"2011-03-02",15.7135156439849,11.6026417798116
"2011-08-24",17.4367132381803,11.5617825073282
"2011-09-21",15.6238551306203,11.5634121200739
"2011-10-05",13.4947953032595,11.5488851542042
"2011-10-19",18.9809988092859,13.1609158789335
"2011-11-16",17.7246616447861,11.4746864025266
"2011-12-07",15.1600007904761,11.4711213363621
"2012-03-07",15.677244549389,11.0328536502476
"2012-08-27",22.4383881577261,14.8576884055016
"2012-08-28",22.238635791121,14.8747222897152
"2012-08-30",20.9747750383125,13.8813704124437
"2012-09-25",16.6781566238936,11.3848517991691
"2012-10-02",17.522769231469,13.6309489333584
"2012-10-03",17.9090852084757,13.4092755381455
"2012-10-09",18.958422144774,13.4112934801632
"2012-10-17",15.1147578987185,11.3305682648003
"2012-12-05",16.4363268851801,11.487566994802
"2012-12-19",16.9876702098634,11.3040904425247
"2013-01-09",14.1638161493812,9.82001072752747
"2013-03-06",15.3791055847348,11.5724430949645
"2013-04-16",13.2421313015763,11.296221152521
"2013-05-28",13.0912165432702,11.1453063942149
"2013-06-04",16.9635978686067,12.7589052492157
"2013-06-05",17.5536011389916,12.8351022676965
"2013-06-19",16.6568411788111,12.7856401679032
"2013-06-25",17.8810024721816,13.0447205652301
"2013-07-02",19.827034926035,13.9805961509773
"2013-07-16",17.601644384167,12.7188424615806
"2013-07-23",19.1644890235763,13.6038073925608
"2013-07-24",19.7444387271523,12.9956791796606
"2013-08-06",20.0858148862392,14.4581937725486
"2013-08-07",19.9679431265161,13.867624174496
"2013-09-04",16.352290820257,12.8259302956408
"2013-09-24",16.1922406779295,13.2478016987631
"2013-10-08",17.5312245255586,13.3568372556629
"2014-02-03",18.1763494357767,11.9963327821241
"2014-02-04",19.4149329966954,13.1611041851199
"2014-02-17",15.7987921239336,10.5893059710922
"2014-05-05",17.4749164365288,12.7042318120632
"2014-07-15",19.333516212605,13.8445784864483
"2014-07-21",19.4535376831899,13.4822758433994
"2014-08-05",16.7770499697129,12.8452243369885
"2014-09-08",18.2296586899314,13.2529249475109
"2014-09-22",19.4161648933353,13.0514141364834
"2014-09-23",19.8688226604515,13.7911804171025
"2014-09-30",19.4154687510721,13.1055504728456
"2015-03-10",17.82321016137,13.002928595765
"2015-04-20",17.781545052696,12.9140106022404
"2015-08-31",19.6709996122489,13.6770381849423
"2015-09-01",20.1078060804123,13.361393951839
"2016-02-01",22.094377051141,14.5695460285502
"2016-02-17",19.8780112612731,13.4604623188542
"2016-05-18",16.577627877325,13.0811203158585
