"Date","CULV10A_AMMONIA_N_Ld_mg","L8.441_FLOW_cfd"
"2000-01-24",16.0212317451672,13.7186466521732
"2000-03-20",16.0174510223273,13.2448623000875
"2000-05-01",15.7596219130252,12.926408568969
"2000-05-15",16.4467989265986,12.9204384019825
"2000-06-12",16.6812206612733,12.1065096827699
"2001-01-08",14.718168038197,10.8469670272891
"2001-01-22",15.9635341024115,10.6356579336219
"2001-03-05",19.3586210965303,12.3242331666148
"2001-11-19",14.1993742447819,9.59420405879378
"2002-01-07",13.715947595204,11.41336250221
"2002-02-04",14.9413115895113,11.9455793159573
"2002-05-28",16.1886175185436,12.42741740285
"2002-08-05",16.0049270361423,12.7860512112741
"2002-08-19",14.3333222172916,11.6942648876764
"2002-09-16",16.432966466289,13.1007619561138
"2002-09-30",16.1199665858529,13.0754441481295
"2002-10-14",16.2560587993391,13.4228454552829
"2002-10-28",15.7232542688543,12.8328825109582
"2002-12-30",16.5619563116822,13.4264620957531
"2003-02-10",16.0932389369471,13.8960143596109
"2003-02-24",17.1410022593427,13.1156505686075
"2003-04-07",16.1138428680024,13.715947595204
"2003-04-21",16.2116070367683,13.8137117639699
"2003-05-05",16.0803648477379,13.5954581979499
"2003-05-19",17.6881754205126,13.5292923371529
"2003-06-02",16.0021835501965,13.0064512766425
"2003-06-16",15.6729924340734,13.4757678567372
"2003-07-08",16.2057969645582,13.0703027486291
"2003-09-02",15.856331673184,12.5982351351625
"2003-09-15",16.4611373432557,13.4654050697017
"2003-10-06",17.3510413199566,12.938243026616
"2003-12-01",16.5602282458999,13.8521780447977
"2004-01-05",16.1639192059825,13.7660239331842
"2004-02-02",15.5122014540199,13.2096163610258
"2004-02-17",16.1594690288291,13.8568839358351
"2004-03-15",15.8980432909439,13.5954581979499
"2004-05-03",16.3844887533016,12.3771555680691
"2004-05-17",16.4817566304584,12.7928771763445
"2004-06-07",14.2901286080503,12.0929040307141
"2004-06-21",14.4198475675402,11.586634223484
"2004-07-12",15.9986057288486,12.335044082719
"2004-07-26",14.4144856243988,10.9804984199137
"2004-12-20",17.1646473108512,13.763449929189
"2005-01-03",16.8460217436638,13.7105275277347
"2005-01-18",13.6313902071759,11.3288051141819
"2005-05-16",16.1388350701573,13.5738857126957
"2005-07-11",14.720150199401,12.417565106407
"2005-07-25",16.7084313548022,13.9358426325624
"2005-08-22",17.4932338486492,13.7320337329556
