"Date","CULV10A_NITRATE_NITRITE_N_Ld_mg","L8.441_FLOW_cfd"
"2000-01-10",20.2048649636229,13.7914060064556
"2000-01-24",20.2524354901065,13.7186466521732
"2000-02-22",19.3454141758843,12.813079883662
"2000-03-20",19.7078917570082,13.2448623000875
"2000-05-01",19.2049299931348,12.926408568969
"2000-05-15",16.9808814125289,12.9204384019825
"2000-06-12",17.7049316417683,12.1065096827699
"2001-01-08",16.9760172373497,10.8469670272891
"2001-01-22",16.7110039647106,10.6356579336219
"2001-03-05",18.4896510208462,12.3242331666148
"2001-11-19",16.0556722351475,9.59420405879378
"2002-01-07",17.5336599211609,11.41336250221
"2002-02-04",17.7597098477823,11.9455793159573
"2002-03-04",17.7272042773774,11.609107079336
"2002-04-01",18.4346394980604,12.6852465121521
"2002-05-28",18.1378444202249,12.42741740285
"2002-08-05",17.748895841534,12.7860512112741
"2002-08-19",17.5113760476396,11.6942648876764
"2002-09-03",15.2501958696136,12.7652892198256
"2002-09-16",16.9719629670217,13.1007619561138
"2002-09-30",17.62932103973,13.0754441481295
"2002-10-14",18.2186360008796,13.4228454552829
"2002-10-28",16.9917655943178,12.8328825109582
"2002-11-12",17.7994224851892,12.9954014404559
"2002-11-25",18.2166577608675,13.6015372440263
"2002-12-09",19.1661273110613,13.4928040438898
"2002-12-30",19.1302445704093,13.4264620957531
"2003-01-13",19.4975832721281,13.8592286027944
"2003-01-27",19.7928208844167,13.8038594675269
"2003-02-10",19.8414349682174,13.8960143596109
"2003-02-24",19.2789653726422,13.1156505686075
"2003-03-10",19.6980781755215,13.7711521495511
"2003-03-24",18.5079337275739,12.4076147755538
"2003-04-07",19.7173624731651,13.715947595204
"2003-04-21",19.8844494919724,13.8137117639699
"2003-05-05",19.0421955696162,13.5954581979499
"2003-05-19",18.4196414653747,13.5292923371529
"2003-06-02",17.7159814779549,13.0064512766425
"2003-06-16",16.9415037595369,13.4757678567372
"2003-07-08",16.8769652383994,13.0703027486291
"2003-09-02",17.1090946416793,12.5982351351625
"2003-09-15",18.1193654198592,13.4654050697017
"2003-10-06",17.7824301130746,12.938243026616
"2003-10-20",18.6485921289961,13.3158733357307
"2003-11-03",18.8222042409968,13.668912646499
"2003-11-17",19.0037231046303,13.5831881053581
"2003-12-01",19.2682784470021,13.8521780447977
"2003-12-15",16.2379937919415,10.6928163474619
"2004-01-05",19.5651165876447,13.7660239331842
"2004-01-20",19.4866306639705,13.6430862469391
"2004-02-02",18.6032439073782,13.2096163610258
"2004-02-17",19.6189353186153,13.8568839358351
"2004-03-01",19.572675390329,13.7320337329556
"2004-03-15",19.4562444214157,13.5954581979499
"2004-04-05",18.35355880736,13.0064512766425
"2004-04-19",19.2343768953264,13.1590308642377
"2004-05-03",18.3884227424733,12.3771555680691
"2004-05-17",18.6099883363077,12.7928771763445
"2004-06-07",16.9131855963192,12.0929040307141
"2004-06-21",16.6618080387178,11.586634223484
"2004-07-12",16.5397367021099,12.335044082719
"2004-07-26",16.1566481524875,10.9804984199137
"2004-11-01",20.4185319779026,13.6546470693402
"2004-11-15",19.5360786437346,12.7652892198256
"2004-12-06",20.8276691161656,14.0466114902295
"2004-12-20",20.5658446925133,13.763449929189
"2005-01-03",20.419831867993,13.7105275277347
"2005-01-18",18.0405455092381,11.3288051141819
"2005-01-31",20.375684937005,13.7582819590306
"2005-02-14",18.9948341572131,13.0441916046254
"2005-02-28",18.3925329417918,11.6942648876764
"2005-03-14",20.3860971397145,13.7293706155361
"2005-04-04",20.4814976792285,13.8403155094879
"2005-04-18",20.3196716637328,13.6995984572025
"2005-05-02",20.0180219221101,13.5227563661731
"2005-05-16",20.0003741701534,13.5738857126957
"2005-07-11",17.8336655086114,12.417565106407
"2005-07-25",19.9902819788317,13.9358426325624
"2005-08-22",17.5386962227259,13.7320337329556
"2005-09-06",16.7362406335006,11.2681804923655
"2005-09-20",19.1061910435721,13.4894199459055
"2005-10-03",19.375354471465,13.6517693695126
"2005-10-17",15.3537365485545,9.85656832326127
"2005-11-01",14.4361839868599,7.67461121805584
"2005-11-14",18.9195086825705,13.3397788565843
"2005-12-05",19.3906352140329,13.3198974860304
"2005-12-19",20.1089506324172,13.8063316566723
"2006-01-09",20.1174792575354,13.8521780447977
"2006-01-23",19.5171837329078,13.0651347784706
"2006-02-21",20.2117519134701,13.8521780447977
"2006-03-06",20.2069007715483,13.7787954988637
"2006-03-20",19.8064255304783,13.389693247966
"2006-04-03",19.7880762784804,13.4619268053253
"2006-04-17",19.6350448580239,13.4045634104454
"2006-05-08",18.7682261680959,13.1960721359181
"2006-05-22",19.1165775940856,12.8900409247981
"2006-06-05",18.93520712929,12.630758326868
"2006-06-19",18.7885505410156,12.5982351351625
"2006-10-23",12.1741683312437,7.5013394967818
"2006-11-14",13.1707543279338,7.89775476937005
"2007-01-22",13.2040403055673,7.62809120242095
"2007-04-23",15.7166968683082,10.9804984199137
"2007-05-07",14.1145423092652,10.1442503957131
"2008-09-24",19.3602860571568,13.2872415230564
"2008-10-22",18.8672375001084,13.0441916046254
"2008-11-05",19.026353759071,12.9672305634892
"2008-11-19",19.7429879672853,13.6745623790411
"2008-12-03",19.7949402776509,13.592404760463
"2008-12-17",19.8129888508147,13.5707655853595
"2009-01-07",19.841813089197,13.6015372440263
"2009-01-21",19.607442475289,13.2830835129077
"2009-02-04",19.6625843876891,13.3859408983474
"2009-02-18",19.1283173233661,13.1960721359181
"2009-03-11",18.9196572378705,12.8328825109582
"2009-03-25",15.578140339481,9.59420405879378
"2009-04-08",17.8761811176615,11.7536883081472
"2009-05-06",14.6432049997236,8.83206400674688
"2009-07-22",17.272067559472,12.3667927810336
"2009-08-12",15.1419822849734,12.0509398316151
"2009-08-26",17.9559123473696,13.2830835129077
"2009-09-09",18.3522759335471,12.6927937177875
"2009-09-23",18.9420574694442,13.3037028001105
"2009-10-14",16.6024078090727,13.1684206045876
"2009-10-28",19.0272879020628,13.4860243569044
"2009-11-04",18.7692280856424,13.4860243569044
"2009-11-18",19.2496041137603,13.5227563661731
"2009-12-09",18.8393805456054,12.9785943221396
"2009-12-23",18.3872091500913,12.4845758166899
"2010-01-13",18.2153968402285,12.1331779298521
"2010-01-27",18.4652883227721,12.42741740285
"2010-02-10",18.1079914570752,11.9920993315922
"2010-02-24",19.1298834943988,13.0754441481295
"2010-03-03",19.4533913524333,13.437234192735
"2010-03-17",17.9379957907906,10.9804984199137
"2010-04-07",19.6366271253507,13.6401750367317
"2010-04-21",20.0432084748858,13.8087977491675
"2010-05-12",19.6116153576482,13.8186017492641
"2010-05-26",19.3893823078231,13.776254201435
"2010-06-16",16.9566378009189,13.5893419709324
"2010-06-30",16.4817566304584,13.4860243569044
"2010-07-14",16.2986184137579,13.4654050697017
"2010-07-28",15.7645118983194,13.4619268053253
"2010-08-04",16.4595736212795,13.1637367552752
"2010-08-18",15.9265951928724,13.2185449917701
"2010-09-15",17.8986989567573,12.9499390663792
"2010-10-13",17.838450521802,13.2534830431314
"2010-10-27",17.2063761105941,12.9023110173899
"2010-11-03",14.6440600660433,10.3673939470273
"2010-11-17",18.9255223573229,13.2317902185202
"2010-12-01",19.0278479692855,13.2317902185202
"2010-12-13",19.4640658836802,13.4928040438898
"2011-01-05",18.7642257817723,12.7652892198256
"2011-01-20",18.5745440919925,12.5731292140314
"2011-02-03",18.676332199623,12.744087012175
"2011-02-17",18.7080151748609,12.858690394914
"2011-03-02",18.0820714208282,12.5646185243635
"2011-03-16",18.4142142102461,12.6776419127669
"2011-04-06",17.4974308675245,11.51601665627
"2011-04-20",16.7856333888302,12.2212851973623
"2011-05-04",16.3051330947791,12.2797814040439
"2011-05-18",15.8607718961467,11.4913240436797
"2011-06-08",14.0029537636084,11.1697404195522
"2011-06-22",13.1351633828311,10.9379388054949
"2011-12-07",18.7492431149849,12.9144323779223
"2011-12-21",19.1657557365099,13.23616659312
"2012-01-04",19.321938435414,13.389693247966
"2012-01-18",19.3791895672489,13.3437081347242
"2012-02-22",18.7280952586066,13.0651347784706
"2012-03-07",18.8677852352374,12.8838489545502
"2012-03-21",17.9260310632298,12.0071372089567
"2012-04-04",16.5639947286954,11.1346490997409
