"Date","FECSR78_PHOSPHATE_Ld_mg","FISHP_FLOW_cfd"
"2000-01-24",14.9317421384951,10.3673939470273
"2000-02-07",14.6059498471741,10.6356579336219
"2000-02-22",14.6848820605636,9.85656832326127
"2000-03-06",13.1538286770505,9.11077740921591
"2000-03-20",12.8769932094056,8.06480885403322
"2000-04-17",12.4106102845336,7.63992566006795
"2000-07-24",15.3687556043382,9.52521118730683
"2000-08-07",16.5435810124667,11.609107079336
"2000-08-21",16.6078796966923,10.893487042924
"2000-09-18",18.0141151274035,12.6622569939274
"2000-10-02",18.6315789689,13.1303207583553
"2000-10-16",16.3441352525824,11.5401142078491
"2000-11-13",13.9255950774991,9.16342114270133
"2000-12-18",10.2298986646056,5.59516967637601
"2001-01-22",13.6290344934835,8.96559539937141
"2001-04-16",12.8744885117906,7.89775476937005
"2001-07-16",19.6076813953714,14.5262770303869
"2001-07-30",21.2181862849667,15.3780292411235
"2001-08-13",20.5891114294165,14.8145598838721
"2001-08-27",20.3926361251845,14.4845531870155
"2001-09-10",20.2819355622837,14.9492167690184
"2001-09-24",20.8874798617041,15.0013758302539
"2001-10-08",19.2148865159576,13.9678624437971
"2001-10-22",16.9469869809515,12.1462500114194
"2001-11-05",18.6656654318188,13.7240230092095
"2001-12-03",15.8141313186936,11.1697404195522
"2002-01-22",15.5378779420654,10.893487042924
"2002-02-19",16.3710910625709,11.8277962803009
"2002-03-04",15.7967395759817,11.4660062356954
"2002-03-18",14.2778773062698,10.2003398623641
"2002-04-15",13.6913225478986,9.13744565629807
"2002-06-24",19.1806951512094,12.826325110412
"2002-07-08",21.2695884514617,15.0176845682958
"2002-07-22",20.1739469242196,14.8412281309543
"2002-08-05",19.5115945164989,14.1740564367976
"2002-08-19",18.8992483662393,13.9865934805032
"2002-09-03",19.4870181857734,14.3052346354813
"2002-09-16",18.9133838878872,14.0230347596655
"2002-09-30",18.6735241683316,13.7608692825955
"2002-10-14",16.2043391566185,12.0071372089567
"2002-10-28",16.6224054908518,11.6736456004736
"2002-11-25",19.2951673472184,14.4668536099161
"2002-12-30",18.8125126004191,14.4304859657453
"2003-01-13",17.5235105803076,13.5161773950751
"2003-01-27",15.9173675637703,12.1331779298521
"2003-02-24",15.2686721457812,10.7468835687322
"2003-03-24",17.7385929243414,12.233261388409
"2003-04-21",14.3592229457238,9.88188613124556
"2003-05-19",14.5293971577232,9.85656832326127
"2003-06-16",19.2492302520314,13.7685913286894
"2003-07-08",19.2599841864552,13.8800868329148
"2003-07-21",17.5344318239395,12.8523005968153
"2003-08-04",17.8026958105342,13.5831881053581
"2003-08-18",19.0202604662554,14.3663001160979
"2003-09-02",19.9413084854025,14.8055100483522
"2003-09-15",19.7605173077828,14.6365533283796
"2003-10-20",17.0337633679271,12.3242331666148
"2003-11-17",15.3656451819238,10.6928163474619
"2003-12-15",15.1701531619401,10.6928163474619
"2004-01-20",15.455939499227,11.3288051141819
"2004-02-17",15.7662525427972,11.0213204144339
"2004-03-15",15.822057383966,11.4400307492921
"2004-04-19",15.2194242109469,10.3673939470273
"2004-05-17",14.3292322320401,9.61073336074499
"2004-07-26",16.1481374628196,11.0605411275872
"2004-08-09",21.0511339629601,14.5334626900478
"2004-09-13",21.2034694762008,15.3983345072843
"2004-10-04",21.7569515795856,16.0399238781794
"2004-11-01",17.7679675330213,12.826325110412
"2004-11-15",16.3526856350282,11.4400307492921
"2004-12-20",15.1465174401388,10.3673939470273
"2005-01-18",15.6509880720224,10.8469670272891
"2005-02-14",14.7750508408675,10.2003398623641
"2005-03-14",16.9060902228709,11.5401142078491
"2005-04-18",15.060856740161,10.7981768631197
"2005-05-16",15.0409414304601,10.5750333118055
"2005-06-13",21.5123279296436,15.7254305482769
"2005-06-27",20.3469874743798,15.2230234949765
"2005-07-11",21.1183991160222,15.8980432909439
