"Date","S65E_NITRATE_NITRITE_N_Ld_mg","S65E_S_FLOW_cfd"
"2000-01-04",18.4713672395193,14.8767984648766
"2000-01-18",17.8541430736416,14.5399570689691
"2000-01-24",18.6058003596561,14.9948824470119
"2000-02-01",18.099702465348,14.6339665625483
"2000-02-15",17.041595911396,14.739010818402
"2000-02-29",16.928030671777,14.7308060944408
"2000-03-14",14.5750671945564,11.019719133067
"2000-03-28",18.5158102494902,13.9725154672202
"2000-04-11",16.4870148903901,14.877576977956
"2000-04-17",16.3973985022887,14.8933211055124
"2000-07-25",15.2063097448781,13.41455027565
"2000-08-01",15.1526395794474,14.3641822190831
"2000-08-15",14.1816989531019,12.613083035188
"2000-09-12",18.262926210618,13.6882152321146
"2000-09-26",17.7271220419844,13.8559210310765
"2000-10-10",17.7602716420904,13.3414310342938
"2000-10-16",17.3827679592044,11.5836753047439
"2001-07-03",15.6419733221122,12.6870630430785
"2001-07-16",18.3439127473232,14.5372502575529
"2001-07-17",18.6405027738836,14.6702108603315
"2001-07-31",17.8648724760579,14.2813535376018
"2001-08-28",16.9556853695013,14.6531002765073
"2001-09-11",16.5460897733644,15.5164703561833
"2001-10-08",18.4715020720535,15.906552714592
"2001-10-09",18.870544383496,15.874812109942
"2001-11-06",17.9752733571012,15.1719129761946
"2001-11-20",17.1550164607455,14.4141764368203
"2001-12-04",17.6409999434835,13.9774382973538
"2001-12-18",18.8421683569167,14.1787292628046
"2002-01-02",18.1078034669665,13.797004341581
"2002-01-15",18.0603319999939,13.7698725588455
"2002-01-29",17.0740470272067,13.7598610225341
"2002-02-12",18.1023102549088,13.8187236930481
"2002-02-26",18.8984194903726,13.8170151253882
"2002-03-12",18.21947886033,13.7421420458518
"2002-03-18",16.7885846020026,13.9263837210731
"2002-03-26",17.4271886677521,13.6429990338338
"2002-04-09",17.2026529720913,13.489080905387
"2002-06-24",16.7715410831959,14.4689559902019
"2002-07-02",18.6551902294262,16.1702835796382
"2002-07-16",18.3969880123961,16.5251858354945
"2002-07-30",16.2712938172503,15.8658287091421
"2002-08-13",18.7959643939683,15.8002321204143
"2002-08-27",18.5682586474016,16.3710340700654
"2002-09-10",19.1828404456728,16.4747902445706
"2002-09-16",20.1575044930889,16.3288630965998
"2002-09-24",18.9254614392881,16.0632605583586
"2002-10-08",18.8364354627046,15.3399279012382
"2002-10-22",18.6291738598024,14.8449842258842
"2002-11-05",17.8688351228425,14.2052734767129
"2002-11-19",18.9490371941297,14.6183038538433
"2002-12-03",18.8124431535633,14.369791897073
"2002-12-17",19.7067181853633,16.4258069695757
"2002-12-30",21.047441168201,16.5311021959195
"2002-12-31",21.0883637597393,16.5775042532224
"2003-01-14",22.0070756744028,17.0303419319822
"2003-01-28",20.7068515641098,15.7440069338499
"2003-02-11",19.0748768648866,14.4209165147291
"2003-02-25",18.4268248313945,13.6561402069288
"2003-03-11",17.0352262613405,12.2902941329773
"2003-03-24",20.7840974948828,15.6482990578325
"2003-03-25",20.5897947614451,15.5399387541956
"2003-04-08",19.0707014934762,15.669504111814
"2003-04-22",18.5968178827042,15.377942057836
"2003-05-06",17.2875124849928,14.8896172121944
"2003-05-20",17.7553126081993,14.7595803346453
"2003-06-03",16.3803583981907,14.2402922346944
"2003-06-16",16.6470404416287,14.3444553486346
"2003-06-17",13.8225937705336,13.8225937705336
"2003-07-01",17.3400492202692,14.5674604980294
"2003-07-15",17.5875494266735,14.9484920970582
"2003-08-12",19.0028287356111,16.3637714059959
"2003-08-26",19.2825482645354,16.9799631715413
"2003-09-09",20.0303636058583,17.197150261802
"2003-09-15",20.5051265239389,16.8942086112947
"2003-09-23",18.9876476264491,15.6203517964626
"2003-10-07",18.495027367169,15.6328264862395
"2003-10-21",18.7286436473619,14.7583517338098
"2003-11-04",18.7195990998547,14.4854925952575
"2003-11-18",19.3922791498785,14.3233749476582
"2003-12-02",18.8397210802739,14.0861308891675
"2003-12-15",18.843014595238,14.2213151072987
"2003-12-16",19.3864359757697,14.4737810900336
"2003-12-30",18.7355562021294,15.0219841354251
"2004-01-13",19.0887285173966,15.2820660276263
"2004-01-27",19.1386939720215,15.2674929611136
"2004-02-10",16.4312739633851,12.9347664019186
"2004-02-24",18.6604517492669,14.8537892594965
"2004-03-09",18.610884436148,15.0273654976919
"2004-03-15",19.0323172504678,14.8579299805722
"2004-03-23",18.9846371165865,14.8737632524132
"2004-04-06",18.095186564162,13.30769482138
"2004-04-20",19.0767432539666,13.9891469187342
"2004-05-04",18.4189101358353,14.2445228659396
"2004-05-17",18.3615740872348,13.6656495379783
"2004-05-18",17.7437855747992,13.1690745962959
"2004-06-08",16.6252604541162,13.917210253014
"2004-06-22",14.7798751737906,13.3935808126707
"2004-07-20",12.6698636487486,13.3630108293086
"2004-08-03",17.6678314415003,13.6247801736657
"2004-08-17",19.4281967388615,15.0587488863945
"2004-08-31",17.7523146482828,15.1873652908212
"2004-09-14",18.9376556101173,17.1458961408892
"2004-09-29",21.9259184239184,17.6918119193211
"2004-10-12",21.8564501007861,16.8194974983725
"2004-10-26",19.7374218399985,16.0077203913643
"2004-11-09",20.2200557881496,15.4838573397551
"2004-11-22",20.1311803438022,15.2259055653638
"2004-12-07",20.1855106223717,15.0615466429684
"2004-12-21",19.2786853230612,14.6735151370731
"2005-01-04",20.1366718989859,14.7339945171136
"2005-01-18",19.9454521878623,14.54277480599
"2005-02-01",19.9799171231639,14.5772397412916
"2005-02-03",19.4839876393724,14.5567339542152
"2005-02-14",19.7434969665703,14.5070550037403
"2005-02-15",19.0077709482438,13.8148140973536
"2005-03-01",19.0896011224236,14.778801997038
"2005-03-15",20.1275145998229,15.4179843985105
"2005-03-29",19.5234141811371,16.1561183511506
"2005-04-12",19.0460862250013,15.5803503222016
"2005-04-26",17.4555137408402,15.1529286478462
"2005-05-10",19.663597922168,15.5204631957765
"2005-05-16",16.6125633323393,15.108485935563
"2005-05-24",18.1517340070215,14.893637469
"2005-06-07",16.6528977208409,16.6528977208409
"2005-06-21",19.2713354049614,16.0932815746135
"2005-07-05",18.4012669281072,17.0149725669873
"2005-07-19",18.3245141690935,16.9382198079736
"2005-08-02",17.0254267167659,15.9268144280978
"2005-08-16",19.299727749087,15.8657405446019
"2005-08-22",18.780564189383,15.6895217360247
"2005-08-30",19.3677036476251,15.93371644314
"2005-09-12",17.4522804130317,15.9482030162555
"2005-10-11",18.7094733890365,14.7974503836084
"2005-11-08",19.8726263754026,16.522722288128
"2005-11-14",20.1414377411672,16.1160860504321
"2005-11-16",19.8290789177694,16.0004375212803
"2005-12-06",19.813846945581,15.3711956890907
"2005-12-20",19.6168159692335,15.1859991703902
"2006-01-03",19.6854438121138,15.1107328336105
"2006-01-17",19.4997945652382,14.8846740483969
"2006-01-30",19.7662837499592,14.9300018430077
"2006-02-13",19.1511248712132,15.1168842330608
"2006-02-21",15.5908136806091,14.8976665000492
"2006-02-28",19.4174810562375,14.7730901570961
"2006-03-13",18.5786094871427,14.4842649249206
"2006-03-28",18.7275600693619,13.4752866413153
"2006-04-11",18.5362180447926,14.0419794195118
"2006-04-24",18.273137910268,13.4773473646713
"2006-05-08",17.4724250745852,14.2143285365637
"2006-05-22",17.0103239357005,13.9658014979771
"2006-06-19",14.542963949172,12.2403788561779
"2006-07-18",12.9736101704533,11.027700021398
"2006-07-31",15.909905581776,11.6542928719578
"2006-08-31",19.6939106629122,14.9665228441999
"2006-09-25",15.5554155627307,13.1575202899324
"2006-10-10",14.9628866880024,12.4779800382144
"2006-10-24",15.3208889266673,11.5832193083839
"2007-07-17",16.3327514201273,13.1138755952591
"2007-08-06",15.3634413013719,14.670294120812
"2007-08-20",15.6048296875823,14.3520667190869
"2007-08-21",16.0152407893532,14.2234813201251
"2007-09-04",17.521743042535,14.6039723104507
"2007-09-17",19.1868782845111,13.8935734597867
"2007-10-01",19.5341145843273,13.9319957634476
"2007-10-15",18.6771655014401,14.4144856243988
"2007-10-29",19.736679968086,14.1954164229275
"2007-11-05",19.4365117103745,13.7805198995547
"2007-11-20",18.4607434040529,12.9194798588945
"2007-11-26",16.9015516793436,11.3332071755825
"2007-12-03",17.3622975167028,12.4525881411965
"2007-12-18",17.8723275483456,12.3916886250036
"2008-01-17",17.9996049840065,12.5924332125464
"2008-01-29",16.8524002236245,12.267432744954
"2008-02-04",17.8277417269841,12.4664495612747
