"Date","S154_AMMONIA_N_Ld_mg","S154_C_FLOW_cfd"
"2000-03-20",11.1711187795223,7.38692914560406
"2001-07-16",15.2352242117137,10.9867289696643
"2001-08-13",17.7807928308933,12.0062412853489
"2001-08-27",15.6842310670586,11.1303541754581
"2001-09-10",17.2113636521051,12.3991792967327
"2001-09-24",16.2092848238011,12.0426195999994
"2001-10-08",17.370000559301,12.2460365798978
"2001-10-22",17.8565445696908,12.8195919672772
"2001-11-05",17.0594032450756,12.28871862061
"2002-12-30",15.57844256081,11.7072415499021
"2003-01-13",14.6907315853525,11.6703066992081
"2003-07-08",14.3436188784897,10.2831758679432
"2003-07-21",12.8788676242,10.1708174230978
"2003-08-04",13.742221027515,9.47954115047364
"2003-08-18",16.67075651775,12.4512488125739
"2003-09-15",16.7032989004056,11.7128663136269
"2003-11-03",12.8618700478314,9.0552075580611
"2004-10-04",19.589485160485,14.4478216039824
"2004-10-18",16.8431063448966,11.6669566123228
"2004-11-15",11.4358113337494,6.28831685693595
"2005-06-13",18.1525929348994,13.340408579527
"2005-06-27",17.1990852593047,12.3788036936997
"2005-07-11",17.6175685785927,12.7423712553915
"2005-07-25",16.8831135382129,12.2387226390715
"2005-08-08",12.3986749339843,10.000779661186
"2005-09-06",11.1915693899936,7.14851812215906
"2005-11-01",16.7404209660011,12.6973696981665
"2006-02-06",16.0020654113503,11.1898810559778
"2008-07-16",17.6942319611536,12.923547336688
"2008-07-30",16.5906781451652,11.4431836683517
"2008-08-28",17.1295007612379,13.9106249363697
"2008-09-10",17.5456647935393,12.7014777070807
"2008-09-24",17.2803946753233,12.1989903103388
"2009-06-17",8.99636705803816,4.98903387280569
"2009-08-12",16.1649492898935,11.5498287730522
"2009-09-09",15.5018521198087,11.0245153053304
"2010-02-24",8.13891682618694,5.14318455263295
"2010-04-07",17.3685176617084,11.8311833946898
"2010-07-14",15.9430749489696,11.8159405639245
"2010-09-15",15.4495481502585,11.8386302376143
"2010-09-29",15.3929835329053,11.5643421364162
"2010-10-13",11.7765029859133,7.22262609431278
"2011-10-05",13.1592195256853,7.93347285197213
"2011-10-19",17.2765328836981,12.5316007553348
"2011-11-02",17.4276457912904,12.6401540485084
"2011-11-16",14.5786322607209,9.52877625347133
"2012-08-22",16.9525273973516,12.3374068805103
"2012-09-05",17.0673204941899,13.1552974887618
"2012-09-20",18.0686209166572,12.8375122998026
"2012-10-03",17.7832468244033,12.1701187180152
"2012-10-17",17.8477116131141,12.38812609897
"2012-11-14",15.6819631495458,11.3915037083975
"2013-07-24",16.8492773081236,12.3274887310745
"2013-08-07",17.925469197822,13.2620301037099
"2013-08-21",17.0336340998779,12.3062462811655
"2013-09-04",17.8140948280109,12.7578490226626
"2013-09-18",17.9532233770718,12.6156852973705
"2013-10-07",16.24878604001,11.6436158540219
"2013-10-21",16.5149742748534,11.4090288009528
"2014-06-23",16.2914851895624,12.6026057354484
"2014-07-21",18.1283962778884,13.0469919129039
"2014-08-04",15.9677797883116,11.2315813399171
"2014-08-18",17.6131060743348,12.9687151751934
"2014-09-08",16.814915561009,11.4350182074686
"2014-09-22",17.7541721549658,12.5124251399062
"2014-10-20",16.0237407244248,12.2395510905066
"2014-11-03",13.7509494422336,10.2245889176174
"2014-11-17",16.396867304592,10.7098919482521
"2014-12-01",17.0346560363601,11.904757321437
"2015-08-17",16.1607498983063,12.1717658517421
"2015-08-31",15.327955176183,10.1461716258909
"2015-09-14",16.7355811333778,12.0721420392657
"2015-09-28",16.6141772873967,12.3101121941926
"2015-10-12",16.0713302560042,11.3708498902118
"2015-10-26",12.2152428829064,7.51476251711395
"2015-11-23",16.9142808866806,12.1957820153855
"2015-12-07",17.5557613652768,12.8923222711648
"2015-12-21",17.5039628260191,12.4287890107852
"2016-01-20",17.5344567524037,12.6072030672465
"2016-02-01",17.6001632097199,13.4257759398243
"2016-02-15",16.613300931075,12.3506210540337
"2016-02-29",16.3393149102075,11.5857247191011
"2016-03-14",9.92709847406711,5.39449898091385
"2016-03-28",16.721480335559,12.0486515010971
"2016-06-20",17.1512033931148,12.6625670233827
"2016-07-06",16.0233588613047,10.8875604242544
"2016-10-10",18.0597898714154,13.0830561289948
"2016-10-24",17.6121707622874,12.3138533957393
"2017-08-14",17.6205594217807,11.7916138041705
"2017-08-28",17.2022236314947,11.6928352948668
"2017-09-13",17.0945492633445,14.0988169897906
"2017-09-25",18.0615961752424,13.0377156543961
"2017-10-09",18.7736676103239,13.6677221364233
"2017-10-23",17.7383117194954,12.4450068947709
"2017-11-06",17.8149892170579,12.6969954046412
"2017-11-20",16.764451799154,12.0108616080477
"2017-12-04",16.6857215230329,12.0607487097486
"2017-12-18",13.3174849396251,8.79569636257601
"2018-06-18",17.0415589899096,11.3511995355855
"2018-07-02",16.6510802466291,11.4525832153632
"2018-07-30",16.4131390529713,11.703608851659
"2019-02-11",10.2201424896603,7.38692914560406
"2019-08-12",17.6148837181018,12.2821649248364
"2019-08-26",17.5134996415572,12.5718572189479
"2020-08-10",16.05412937889,11.9269949938449
"2020-08-24",12.2765945131154,9.79168786332741
"2020-09-08",16.5281045533641,12.2939980487668
"2020-09-21",17.3049678899283,12.974234549642
"2020-10-05",17.1190449725325,12.5039244556912
"2020-10-19",17.1297997021352,12.4854088029938
"2020-11-02",17.2689825588336,12.5153923677272
"2020-11-16",17.7126445633114,12.8374472401103
"2020-11-30",16.4279844336913,11.8128639168501
"2020-12-14",16.5406991660918,11.8585679389676
"2020-12-28",16.550241436394,11.6375865506579
"2021-03-08",8.06480885403322,4.80671231601174
"2021-06-28",15.5558363496084,10.9708688709378
"2021-07-12",17.2680936244587,12.0210695522982
"2021-08-23",17.2299587291031,12.1547849138692
"2021-09-20",16.9047096530554,11.8808291322091
"2021-10-04",17.3638445689475,12.4365908837903
"2021-10-18",17.2314770196455,11.7847396479792
"2021-11-01",15.9405419278939,10.7147952541807
"2021-11-15",16.6231469416775,11.4246499104117
"2021-11-29",13.5590092496609,9.41587452326936
"2022-10-03",15.1692436575573,10.8925775385412
"2022-10-20",15.8274899691379,11.1830990699966
"2022-11-14",17.5478873065494,12.1960291730733
"2022-11-28",16.9144000596205,11.9037647655243
"2022-12-12",8.28487073881002,3.89042158413758
