"Date","S65E_PHOSPHATE_Ld_mg","S65E_S_FLOW_cfd"
"2000-01-01",19.5561908388403,14.8557104730479
"2000-01-02",19.4577980051682,14.8526278191801
"2000-01-03",19.3882877471594,14.8449929648894
"2000-01-04",18.8344319815568,14.8767984648766
"2000-01-05",19.6786671237235,14.9781867579311
"2000-01-12",19.3725178627641,14.8616583562473
"2000-01-18",18.0515025078001,14.5399570689691
"2000-01-19",18.9663449189172,14.662279825713
"2000-01-24",19.1692697169075,14.9948824470119
"2000-01-26",19.3534891996474,15.0360010861111
"2000-02-01",18.8824618045976,14.6339665625483
"2000-02-02",18.9040640716815,14.6993714522905
"2000-02-09",18.9953961685673,14.6133695338934
"2000-02-15",18.9133980882976,14.739010818402
"2000-02-16",18.9614524485018,14.8025693651422
"2000-02-23",18.8067255503982,14.7636742825637
"2000-02-29",18.2120461837765,14.7308060944408
"2000-03-01",18.2776402367913,14.1832956745692
"2000-03-08",17.6737446378486,13.3562565243123
"2000-03-14",15.1786022164266,11.019719133067
"2000-03-15",16.3968839666457,12.1921913472547
"2000-03-22",17.5431449413284,13.0658081268502
"2000-03-28",18.4611518369523,13.9725154672202
"2000-03-29",18.4696785033431,13.9263837210731
"2000-04-05",19.669255932644,15.1366564394908
"2000-04-11",18.8288206965374,14.877576977956
"2000-04-12",19.394266259072,14.9169294445938
"2000-04-17",18.9097041262648,14.8933211055124
"2000-04-19",19.7123012521938,15.1905126751448
"2000-04-24",18.2735564900272,14.7325971659899
"2000-04-26",18.1570266307108,14.4253271794139
"2000-05-03",18.0488599253428,13.8592051833164
"2000-05-10",13.0441916046254,9.0552075580611
"2000-06-14",12.7953231620727,7.06847541448553
"2000-06-28",14.822563802918,11.0383741689998
"2000-07-05",15.4000917563871,11.5934292666168
"2000-07-25",16.9698983371394,13.41455027565
"2000-07-26",18.3308888077721,13.4633543573165
"2000-08-01",17.9642304594904,14.3641822190831
"2000-08-02",19.2281220677382,14.3377729395165
"2000-08-09",17.9003936000863,13.9427600834061
"2000-08-15",16.4417244316771,12.613083035188
"2000-08-23",17.1457630761364,11.9809771022129
"2000-09-06",16.5991616657323,11.77084792843
"2000-09-12",18.7316403490339,13.6882152321146
"2000-09-13",18.6969814915569,13.7917067131185
"2000-09-20",19.7072855126732,14.4394273536098
"2000-09-26",19.1592259391356,13.8559210310765
"2000-10-04",18.169334027713,13.199520728137
"2000-10-10",17.7957783305473,13.3414310342938
"2000-10-11",18.0376606449885,13.1473115167667
"2000-10-16",16.7369668992416,11.5836753047439
"2000-10-18",17.4454955185403,12.2922039240425
"2001-06-19",14.7368417994943,11.4787452614728
"2001-06-27",15.1423458552374,11.9436727376867
"2001-07-03",16.3658921613389,12.6870630430785
"2001-07-05",17.2004737555809,13.7664865510957
"2001-07-11",17.7441321421971,13.5544774001706
"2001-07-16",19.6092941797778,14.5372502575529
"2001-07-17",19.948325519562,14.6702108603315
"2001-07-18",19.5455441932493,14.8541963110202
"2001-07-25",20.294737739978,14.7975695146848
"2001-07-31",19.7106991665562,14.2813535376018
"2001-08-01",19.2820314478253,14.4739204178405
"2001-08-08",21.0895941403269,15.6257623353013
"2001-08-14",20.7379683792277,15.5450115283375
"2001-08-15",19.9755151322431,15.2795905829865
"2001-08-22",20.0438716375393,15.0602650158309
"2001-08-28",19.2380677551779,14.6531002765073
"2001-08-29",19.1489313350423,14.4394011337299
"2001-09-05",18.7346654525206,14.0341850867282
"2001-09-11",19.6500356315587,15.5164703561833
"2001-09-25",20.640801052843,16.1864537565895
"2001-09-26",20.7683326673065,16.2039844758387
"2001-10-03",20.6172191978071,16.2351925631332
"2001-10-08",20.0336870996371,15.906552714592
"2001-10-09",20.0019464949871,15.874812109942
"2001-10-10",20.0175769219186,15.7834704173214
"2001-10-17",19.3536543678653,15.0495892746611
"2001-10-31",20.0252363878768,15.5708890916233
"2001-11-06",19.1701136778638,15.1719129761946
"2001-11-07",19.797755832595,14.9855714772226
"2001-11-14",18.7154896948164,14.783664062092
"2001-11-20",18.07773808295,14.4141764368203
"2001-11-21",18.236966193169,14.5993800334426
"2001-12-04",17.5609572358099,13.9774382973538
"2001-12-12",18.117411793196,13.9902774081509
"2001-12-18",18.3531165327002,14.1787292628046
"2001-12-19",18.022983435719,14.0911578029947
"2001-12-26",17.9874615758304,13.9270185652839
"2002-01-02",17.4079222542252,13.797004341581
"2002-01-09",17.6762046256289,13.7249609070474
"2002-01-15",16.7902974449898,13.7698725588455
"2002-01-16",17.6611104929496,13.8109628912395
"2002-01-23",17.6441099284585,13.8374474386882
"2002-01-29",16.9168614436843,13.7598610225341
"2002-01-30",17.7298420094027,13.838021711292
"2002-02-06",17.5155491793124,13.4724979114778
"2002-02-12",17.4693819343419,13.8187236930481
"2002-02-13",17.0010382381414,13.583311554528
"2002-02-20",17.9493934821115,13.6867136050702
"2002-02-26",18.0365228305643,13.8170151253882
"2002-02-27",17.3797586904681,13.945771485983
"2002-03-06",17.8010386648058,13.6421555814462
"2002-03-12",17.6339623439625,13.7421420458518
"2002-03-13",17.9612989041318,13.9008558935854
"2002-03-18",17.0174261744314,13.9263837210731
"2002-03-20",16.8619568392355,13.8415319530911
"2002-03-26",17.555022039262,13.6429990338338
"2002-03-27",17.6128844010518,13.7008613956236
"2002-04-03",16.9283767388587,13.7503229085108
"2002-04-09",16.9703209947226,13.489080905387
"2002-04-10",16.6325203857915,13.3938419336271
"2002-04-17",17.6571987263222,13.6498655410897
"2002-04-23",17.2506042948213,13.5617248407074
"2002-04-24",17.0796956668245,13.2084946559166
"2002-05-01",16.6842308933198,13.7938591354237
"2002-05-07",17.0646370997472,13.5092890382577
"2002-05-08",17.0990488925967,13.4881309799525
"2002-05-15",16.5251825786853,13.0286750172189
"2002-05-21",16.956436807588,13.2187671893047
"2002-05-22",16.844889250083,13.1813276039533
"2002-05-29",16.9361792572662,12.9288460720337
"2002-06-04",16.7555350962103,13.0919734500807
"2002-06-05",16.8233360655018,13.0166735757315
"2002-06-12",15.5958416842221,12.7626283401659
"2002-06-18",15.7330967399682,13.4995045184611
"2002-06-19",16.3969570912654,13.5935967103588
"2002-06-24",18.5379827444397,14.4689559902019
"2002-06-26",18.4619872181767,15.3264930022476
"2002-07-02",22.0783665178072,16.1702835796382
"2002-07-03",21.0573946459932,16.3892496608437
"2002-07-10",21.9319445282492,16.2724623124895
"2002-07-16",20.979533131748,16.5251858354945
"2002-07-17",20.8836780083671,16.4410267518767
"2002-07-24",20.2049094591201,16.1618581912856
"2002-07-30",19.6385896472368,15.8658287091421
"2002-07-31",19.7229827216543,15.8943413251652
"2002-08-07",20.2808880359962,15.8265407397427
"2002-08-13",19.8606751309607,15.8002321204143
"2002-08-21",19.5212421085401,16.3431882781922
"2002-08-27",19.8675416315319,16.3710340700654
"2002-08-28",19.7394608230766,16.3550705597309
"2002-09-04",21.008626000662,16.6911378871257
"2002-09-10",20.0443229410519,16.4747902445706
"2002-09-11",20.9720474055764,16.529396149086
"2002-09-16",20.3361962818323,16.3288630965998
"2002-09-18",20.4495405884714,16.3551960262493
"2002-09-24",19.2821363832268,16.0632605583586
"2002-09-25",19.2982206403549,16.1201668100069
"2002-10-02",19.6383010205905,15.7262780151624
"2002-10-08",19.2911716198196,15.3399279012382
"2002-10-09",19.3756186056467,15.4437929729223
"2002-10-16",19.2092826080613,15.1662313402267
"2002-10-22",18.7962279444656,14.8449842258842
"2002-10-23",18.8104178152954,14.7850661245603
"2002-10-30",18.150922404196,14.5955743427066
"2002-11-05",18.1942575232771,14.2052734767129
"2002-11-19",18.5303268592715,14.6183038538433
"2002-11-20",18.2952504112769,14.4034301131663
"2002-11-27",17.6967647496724,14.2002571882059
"2002-12-03",18.2409929079809,14.369791897073
"2002-12-04",18.2164273112737,14.2274432647095
"2002-12-11",18.9022384336756,15.6441418956541
"2002-12-17",20.2369040564139,16.4258069695757
"2002-12-18",20.0204628512704,16.423150590682
"2002-12-26",20.4777119747787,16.3668381106054
"2002-12-30",20.4330748654942,16.5311021959195
"2002-12-31",20.720638979614,16.5775042532224
"2003-01-02",20.2651110362644,16.7993751334647
"2003-01-08",21.7540675340224,17.1389470171812
"2003-01-14",21.3610752722686,17.0303419319822
"2003-01-15",21.483982103106,16.9621935260569
"2003-01-22",20.1306282249659,16.1988025922415
"2003-01-28",19.5941545355599,15.7440069338499
"2003-01-29",19.5360786437346,15.5848349251532
"2003-02-11",18.5640512411206,14.4209165147291
"2003-02-12",18.6156964229509,14.5048225587776
"2003-02-19",17.3704705945623,13.9047346917626
"2003-02-25",18.2204883983967,13.6561402069288
"2003-02-26",18.4539268183861,14.2642720763597
"2003-03-05",17.8360828265669,13.3934315700766
